distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,30.989555399981327,None,35.197560809901915,None,space,56.451857499894686,91.6797989999177,None,94.42764479992911,None,94.42764479992911,None,96.42726919997949,None,96.42726919997949,None,prac,k,k,1,4.699698899989016,98.4426307999529,None,None,0,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4869553000899032,105.16013969993219,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989963999250904,107.64602969994303,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963865999598056,110.14604609995149,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016100000357255,112.6433842999395,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990457000676543,115.14588729990646,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0514242000645027,117.64581939997151,None,None,0,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4969076999695972,119.70013089990243,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499296099995263,122.19575879990589,None,None,1,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7966531000565737,124.69653739989735,None,None,0,,,,,,,,,,,,,,210,2023-04-05_15h06.18.801,Main,2022.1.1,61.13747497016096,
