distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,40.810642400057986,None,45.05249280016869,None,space,57.56465260009281,102.64824290014803,None,103.78457390004769,None,103.78457390004769,None,105.78459950000979,None,105.78459950000979,None,prac,None,None,1,1.499887099955231,107.7928583000321,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990159999579191,110.29812630009837,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2967383000068367,112.79809660022147,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9520143000409007,115.10088580008596,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.249179600039497,117.05094940005802,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1790584998670965,119.3009748000186,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019835999701172,121.48102630022913,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991909000091255,123.98406660021283,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0707829999737442,126.4841176001355,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4910775998141617,128.56064210017212,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6522031999193132,131.04748980002478,None,None,0,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.49632090004161,132.70073350006714,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017128000035882,135.2006348001305,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991413000971079,137.69754270021804,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.6166978999972343,140.2003497001715,None,None,1,,,,,,,,,,,,,,205,2023-03-29_10h37.37.539,Main,2022.1.1,59.98638314097449,
