distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5036249000113457,328.587683699996,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1857621000090148,331.091944099986,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9487517999950796,333.2765556999948,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.981478400004562,335.22624209997593,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934855999890715,337.20943829999305,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986994999926537,339.7059127999819,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7872287000063807,342.20659959997283,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2489267000055406,343.99273099997663,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932006000017282,346.2433025999926,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988932000123896,348.73977989997366,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985510999977123,351.24034629997914,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988021000172012,353.739989099995,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984028000035323,356.2398245999939,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499399699998321,358.739914899983,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983782999916002,361.24041769999894,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984566000057384,363.74062699999195,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991259999806061,366.23984099997324,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982115999737289,368.7409673999937,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2955786999955308,371.2401104999881,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8230045000091195,373.5386868999922,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9508590999757871,375.3684461999801,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5090953999897465,377.31182589998934,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1031526000006124,379.824536399974,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493558199988911,381.9273030999757,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986819000041578,384.4245907999866,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.070262900000671,386.9246854999801,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7806161000044085,388.9936019000015,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4949123999977019,390.77713279999443,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986166000016965,393.27431239999714,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991799000126775,395.7744578999991,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982249999884516,398.2751618999755,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.853861900017364,400.77477829999407,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936928999959491,402.6271760999807,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988474999845494,405.1249960999994,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498274500016123,407.6252754999732,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0504699999873992,410.12487309999415,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4969391000049654,412.1765045999782,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498411800013855,414.67521289997967,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,2.4207738999975845,417.1743323999981,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7723570000089239,421.60630279997713,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8829229999973904,423.37781869998435,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493992400006391,425.26112119999016,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498118199990131,427.7590977999789,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8532010999915656,430.2586044999771,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.4499975999933667,432.1114633999823,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8646848000062164,434.5620360999892,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4942993000149727,436.4286219999776,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0204578000120819,438.92612569997436,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7644489000085741,440.945495699998,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7807800000009593,442.7113671999832,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4948010999942198,444.50555269999313,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988445999915712,446.9918443999777,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.970450200024061,449.49190850000014,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5028727000171784,453.4748576999991,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986635000095703,455.9776648999832,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4980417000188027,458.477868499991,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986411999852862,460.9775062999979,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986764999921434,463.477570499992,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498934700008249,465.97756909998134,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2026469000265934,468.4776035999821,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4947703999932855,470.679307399987,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9515743000083603,473.1773584999901,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9974478000076488,475.1289302999794,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4951129999826662,477.12878559998353,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7962329000001773,479.6262315999775,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.501277699979255,481.42416869997396,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,1,k,None,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9708922999852803,483.9257672999811,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8153221999818925,485.8961334999767,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493363399989903,487.71250109997345,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987493000226095,490.2095108999929,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,1,k,None,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.3618716000055429,492.70964629997616,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,2,None,k,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5020784999942407,495.0745126999973,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0538566999894101,497.57663070000126,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,blue,1,None,k,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934704000188503,499.62923130000127,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498167400015518,502.12673719998566,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989300000015646,504.62605059999623,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982616999768652,507.12752349997754,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982016000139993,509.62585749998107,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9378998999891337,512.1263440999901,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,1,None,k,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933222999970894,514.0632620999822,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,2,None,None,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986933000036515,516.5598274999938,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,blue,2,k,None,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0537914999877103,519.0602077999793,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,1,None,None,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933131999860052,521.114330499986,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,yellow,2,None,k,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986656999972183,523.609687499993,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,red,2,None,None,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498538899992127,526.1103935999854,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
negative,yellow,2,k,None,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8704391999926884,528.6095805999939,None,None,0,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
positive,red,1,None,None,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939486000221223,530.4806384999829,None,None,1,,,,,,,,,,,,,,106,29,Female,2022-04-29_19h03.46.910,Parachute,2022.1.1,59.88300058791508,
