distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.561919300002046,None,33.41631275000691,None,space,58.186320200009504,91.63146080001025,None,93.79594630000065,None,93.79594630000065,None,95.79589310000301,None,95.79589310000301,None,prac,None,None,1,1.49379670000053,97.81112090000533,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988084000069648,100.32475309999427,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.101787699997658,102.8124123000016,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.8118703000072856,106.91468230000464,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.503482600004645,111.7307548999961,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.786913399992045,115.22858940000879,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984246999956667,117.014665900002,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4974371999851428,119.51460990001215,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.117770200013183,122.01187040001969,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4961477000033483,124.13118039999972,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.2987367000023369,126.62867130001541,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5017671999812592,128.92833240001346,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990394999913406,131.43103430001065,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4973114000167698,133.93232330001774,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005487999878824,136.4281600000104,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990107000048738,138.93090599999414,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.67977940000128,141.4324595000071,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501583400007803,143.1113843000203,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963774000061676,145.61408349999692,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0825294999813195,148.11154320000787,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991696999932174,150.19486170000164,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.500658500008285,152.69456500001252,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.697241199988639,155.19724820001284,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7988555000047199,156.8944332000101,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7838969000149518,158.6944590000203,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0686882000009064,160.4804337999958,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4933010999811813,162.5538523000141,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4998256999824662,165.05001289999927,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.784286299982341,167.54428910001297,None,None,0,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496657600015169,169.3302779000078,None,None,1,,,,,,,,,,,,,,021,2022-05-18_10h59.10.425,Main,2022.1.1,60.0000599970244,
