distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,33.278778700158,None,41.06626022004057,None,space,58.14761699992232,99.2342326999642,None,103.91499590012245,None,103.91499590012245,None,105.91749390005134,None,105.91749390005134,None,prac,None,None,1,1.5010617000516504,107.93060700013302,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4966659999918193,110.43505179998465,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7659930000081658,112.93164380011149,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.838818000163883,114.69992929999717,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.5933948999736458,116.54562370013446,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.4146952999290079,118.13142910017632,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499157699989155,120.54811209999025,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4988516999874264,123.05036270013079,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8994119002018124,125.5479856999591,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987135999836028,127.44790320005268,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.3492510998621583,129.94908819999546,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983832999132574,134.29784799995832,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4993223000783473,136.79776770016178,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005285998340696,139.31413380010054,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4966881000436842,141.80008880002424,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991130998823792,144.29759550001472,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1161908998619765,146.79745199996978,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985669001471251,148.91412550001405,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502501100068912,151.4196403999813,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6962039000354707,153.91401690011844,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498565300134942,155.61401500017382,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4995357999578118,158.11390080000274,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6700957999564707,160.61428830004297,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.47726919990964234,162.28461130009964,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6159590999595821,163.76377380010672,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8317933999933302,165.38073120010085,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4975550998933613,167.21383709996007,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501094400184229,169.71345360018313,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9300375001039356,172.2137564001605,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501376299886033,174.14693340007216,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8792824000120163,176.64684249996208,None,None,0,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989944000262767,178.5302216000855,None,None,1,,,,,,,,,,,,,,011,2022-05-11_13h59.28.392,Main,2022.1.1,61.20194498725742,
