distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,blue,2,None,k,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984327999991365,520.0636891000031,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985299999971176,522.563301000002,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7691642999998294,525.0633627000061,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7156800000011572,526.833117000002,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9991430000009132,528.5497771000009,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935809000016889,530.5498963999999,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986214000018663,533.0467688999997,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7536793999970541,535.5469595000031,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493147000001045,537.3001894000045,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7203465999991749,539.7962149000014,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4943283999964478,541.5168542000029,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9865012999944156,544.0137481000056,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933151000004727,545.9997900000017,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992544000051566,548.4963442000007,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988128999975743,550.9972698000056,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0849538000038592,553.4978081000008,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6670059999960358,555.5836952000027,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937850999995135,557.2502915000005,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8031286999976146,559.7481087000051,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933554000017466,561.5502665000022,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499075499996252,564.0470032000012,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6708013999959803,566.5476526999992,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4930712999994284,568.2176538999993,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986945999989985,570.7140789000041,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985965000014403,573.214879900006,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8038937000019359,575.7148699000027,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493235599999025,577.5172927000021,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8704302000041935,580.014293500004,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494455799998832,581.8841055000012,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978253000008408,584.3819816000032,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987561000016285,586.8810133000006,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498486899996351,589.3811816000016,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1855041999951936,591.8815212000045,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9984451999989687,594.0784006000031,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4952773999975761,596.067876699999,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984135000049719,598.5650720000049,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499028599995654,601.0652960000007,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0202252000017324,603.5650884000061,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1651802999986103,605.5846846000059,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49365210000542,607.7512633000006,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499103499998455,610.2483195000023,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.8449105999970925,612.7493679000036,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7067336000036448,616.5968866000039,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939576999968267,618.3015108000036,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982923999996274,620.7995923000053,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498685900005512,623.2989225000056,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.5537167000002228,625.798432800002,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6982213999945088,627.3520216000034,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938946999973268,629.0518678000008,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985662000035518,631.5494627000007,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7700089999998454,634.0490480000008,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4942553999935626,635.8185863000035,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.886748599994462,638.3163650999995,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493684499997471,640.2024268000023,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8531695999990916,642.699448899999,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938526999976602,644.5522239999991,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498733299995365,647.0497324000025,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6865480999986175,649.5497648000019,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5110853999940446,651.2371285000045,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981107999992673,653.7521276000043,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,2,None,None,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498800499997742,656.2513691999993,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,1,k,None,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6354587000023457,658.7515618000034,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6571289999992587,660.3945441000033,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5021096999989823,662.0475645000042,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.918858299999556,664.5505029000051,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7995960000043851,666.4691605000044,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7484104000031948,668.269025200003,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,1,None,k,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4942835999972885,670.0192501000056,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981733999957214,672.5171365999995,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498710599997139,675.0167564000003,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986630999992485,677.5168156,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8202261999977054,680.0169756000032,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494486900002812,681.8447596000042,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987110000001849,684.3351287000041,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7858915999968303,686.8349832000022,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,blue,2,k,None,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7489331999968272,688.6196711000011,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.581505100002687,690.3700966000033,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,red,1,None,None,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939228000002913,691.9527954000005,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982309000042733,694.4503153000041,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,1,None,None,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498808199998166,696.9504813000021,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,2,None,k,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498948600004951,699.449996000003,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,2,k,None,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.954308200001833,701.9509134000036,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
positive,yellow,2,None,k,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.509163599999738,703.9047836000027,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9367627999963588,706.4173515000002,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,red,2,None,None,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935704000017722,708.3531125000009,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,blue,1,None,k,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498774300001969,710.8502069000024,None,None,1,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
negative,yellow,1,k,None,,,,,,,,,0,212,212,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6034547999952338,713.3504041000051,None,None,0,,,,,,,,,,,,,,102,23,Female,2022-04-28_09h52.33.158,Main,2022.1.1,60.032153221492734,
