distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.614667100002407,None,34.06167009000929,None,space,61.01072700000077,95.09355030000734,None,96.39375499999733,None,96.39375499999733,None,98.40771630000381,None,98.40771630000381,None,prac,k,k,1,2.7258307000010973,100.40782130000298,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498945500003174,105.1411122999998,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5000584999943385,107.6408145000023,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.497623899995233,110.1435696999979,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4975929000065662,112.64095950000046,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991312000056496,115.14090640000359,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9160535999981221,117.64085409999825,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987983999890275,119.5575225000066,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498945499988622,122.05741710000439,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.416096100001596,124.55745469999965,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985694000060903,126.97397469999851,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8659162999974797,129.4763524000009,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4995681000000332,131.34052300000621,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983856000035303,133.84051959999488,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6813951000076486,136.3402361000044,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1160524999868358,138.02356000000145,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987266999960411,140.14293519999774,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6501740000094287,142.6403405000019,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6649706999887712,144.29026199999498,None,None,0,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.6823823999875458,145.95930830000725,None,None,1,,,,,,,,,,,,,,018,2022-05-12_19h45.15.996,Main,2022.1.1,61.161331361436766,
