distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,407.4769676999422,None,410.9138439600123,None,space,61.215158400009386,472.16007390001323,None,473.19338379998226,None,473.19338379998226,None,475.1959351999685,None,475.1959351999685,None,prac,None,None,1,1.4937946998979896,477.2096145999385,None,None,1,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4996202000183985,479.70972439995967,None,None,1,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,3.413100800011307,482.2136323999148,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0178976999595761,487.6262782999547,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7520162999862805,489.6456351999659,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1622669000644237,491.3975000999635,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5004473999142647,493.55971910001244,None,None,1,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.9471154001075774,496.05938679992687,None,None,1,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1655704999575391,499.0102435000008,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.6983611999312416,501.17870699998457,None,None,1,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8370692000025883,503.8758702999912,None,None,0,,,,,,,,,,,,,,031,2022-05-26_20h15.54.535,Main,2022.1.1,61.35274206990843,
