distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,30.45345210004598,None,101.70317349001998,None,space,1.7786798999877647,103.50021800003015,None,104.76690499996766,None,104.76690499996766,None,106.76684269995894,None,106.76684269995894,None,prac,k,k,1,2.1605389999458566,108.7665026000468,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.487388499896042,112.93344519997481,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.495364399976097,115.41671999997925,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499424000037834,117.91630300006364,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5019348999485373,120.41660900006536,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4960784999420866,122.91951070004143,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0155593000818044,125.41650649998337,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502195299952291,127.43275280005764,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4960537999868393,129.93604119995143,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,-0.750874700024724,132.43597600003704,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5005892000626773,135.68289120006375,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0600132999243215,138.1827867999673,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5012387000024319,140.24000270001125,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4996173999970779,142.7494007999776,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.814700199989602,145.24908910004888,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0663372999988496,147.06569209997542,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983555999351665,149.13563889998477,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9492021000478417,151.63259739999194,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9653920000419021,153.5825495000463,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.500439300085418,155.54879869997967,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9307968999492005,158.04881710000336,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5015583999920636,159.98238309996668,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.9795461999019608,162.4853103000205,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5014292999403551,165.46551210002508,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4974347000243142,167.96544699999504,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5013906999956816,170.46544429997448,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0959768000757322,172.96838590002153,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994940999895334,175.06505169998854,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987559000728652,177.5653628000291,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0991884999675676,180.06530979997478,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989842999493703,182.1652617000509,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8482690999517217,184.6648956000572,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5027216000016779,186.51542219996918,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4947367999702692,189.0151070000138,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7823497999925166,191.5146875999635,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9160995000274852,193.29795999999624,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983497000066563,195.21498299995437,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9159138000104576,197.7149183000438,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9986668999772519,199.63154650002252,None,None,0,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.502172900014557,201.63113190000877,None,None,1,,,,,,,,,,,,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.13433939998504,None,204.13433939998504,None,0.09351852,-0.16111112,0,0,0,0.014267290011048317,None,,,008,2022-05-09_15h38.49.575,Main,2022.1.1,60.1942589059272,
