distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.clicked_name,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
positive,blue,2,k,None,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8362498999922536,474.54534880000574,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938603999908082,476.38260709999304,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498553700002958,478.8797729999933,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498853400000371,481.3794792999979,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9211864999961108,483.87995049999154,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940128000016557,485.80966119999357,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498407999999472,488.2967546,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498979900003178,490.796654699996,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9194202000071527,493.2967742000037,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7652029000018956,495.2165653999982,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7315617999993265,496.9834669999982,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4945174000022234,498.71668070000305,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985711999906925,501.21260359999724,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6706021999998484,503.7119357000047,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934823000075994,505.3832761999947,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7369640000106301,507.8791502999957,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494224199996097,509.6166585000028,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9529469999979483,512.1131883000053,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941378000075929,514.0668892999965,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498796300002141,516.5626983999973,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982564999954775,519.0639628999925,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7042253999970853,521.5621984000027,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.74808540000231,523.2671950999938,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4947405999992043,525.0172743000003,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7001088999968488,527.5130322000041,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497285000004922,529.2150619000022,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984698999905959,531.7138505000039,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7152244999888353,534.2130196999933,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983734999987064,535.9299629000016,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987988000066252,538.4295026000036,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985899999883259,540.9295706999983,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7806148999952711,543.430108600005,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4997398999985307,545.2124658999965,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7706576999917161,547.7125024999987,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936602999950992,549.4845955999917,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987295000028098,551.979760400005,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499034299995401,554.4799256999977,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988043000048492,556.9803828000004,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9364097000070615,559.4810331000044,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7922323999955552,561.417738499993,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5003052999963984,563.2124930999998,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990052999928594,565.7134963999997,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498231699995813,568.2138619000034,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0211628999968525,570.7136307000037,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7815323000104399,572.7349461999984,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937080000090646,574.5182915000041,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989403000072343,577.0138325000007,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9200998000014806,579.5135847000056,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7814055999915581,581.4349106000009,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4945358999975724,583.2184112999967,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987350000010338,585.7136151000013,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992232999939006,588.2136969999992,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6806002999946941,590.7142222999973,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7552345000003697,592.3965615999914,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936060000036377,594.1519115999981,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,0.6865151000092737,596.6476174999989,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9503241000056732,599.3474940000015,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4999301000061678,601.2971562000021,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8867838000005577,603.7973244000023,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4945770999911474,605.6857246,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8701310000033118,608.1816075999959,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493166200001724,610.0622666999989,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988057000009576,612.5474022999988,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8541013000067323,615.0476092000026,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932199000031687,616.9023713999923,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985807000048226,619.3980145999958,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,2,None,None,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499048400000902,621.8978315999993,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,1,k,None,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7041961999930209,624.398231500003,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7968303000088781,626.1027440000034,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,2,None,k,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49517160000687,627.9022816999932,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8036779999965802,630.3982355000044,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,1,k,None,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.815638800006127,632.203131599992,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.779481500008842,634.0193546999944,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,yellow,1,None,k,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4943082999961916,635.8027536000009,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,2,None,None,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4976201000099536,638.3000099000055,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978790000022855,640.799738200003,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,1,None,k,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4977462999959243,643.2998992999928,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8690391999989515,645.8000860000029,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5107281999953557,647.6701447999949,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991331000055652,650.1833211000048,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6689836000005016,652.6840926000004,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,blue,2,k,None,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6653869000001578,654.363317299998,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,yellow,2,k,None,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6642824000009568,656.0201826999983,None,None,0,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
positive,red,1,None,None,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4944053000072017,657.6869326000015,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988532999996096,660.1823038000002,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,red,1,None,None,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985207999998238,662.6821750999952,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
negative,blue,2,None,k,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990459000109695,665.1825088000041,None,None,1,,,,,,,,,,,,,,,110,21,Female,2022-05-03_17h08.24.299,Parachute,2022.1.1,59.997504107524186,
