distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.83930670004338,None,35.28259031999623,None,space,66.83965259999968,102.14814780000597,None,103.33107710001059,None,103.33107710001059,None,105.33104229997844,None,105.33104229997844,None,prac,None,None,1,1.48692779999692,107.35035780002363,None,None,1,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990578000433743,109.84798009996302,None,None,1,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6633022000314668,112.34832510002889,None,None,0,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8495435999939218,114.01137960003689,None,None,0,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9012942999834195,115.8641912000021,None,None,0,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.4799157000379637,117.76408580003772,None,None,0,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499427599948831,120.24723390000872,None,None,1,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5004444000078365,122.7612564000301,None,None,1,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.6995802000164986,125.24791150004603,None,None,0,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.496868300018832,126.94722540001385,None,None,1,,,,,,,,,,,,,,029,2022-05-25_19h47.23.276,Main,2022.1.1,58.974886690683974,
