distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,30.012724800035357,None,37.32806155002909,None,space,66.02540210005827,103.37308609997854,None,105.65583900001366,None,105.65583900001366,None,107.655849999981,None,107.655849999981,None,prac,k,k,1,2.0830572999548167,109.66965240007266,None,None,0,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978868000907823,113.75304570002481,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4998052000300959,116.25489209999796,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4984083999879658,118.75577150005847,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4978496000403538,121.2526530000614,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4990712000289932,123.75367520004511,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0021632999414578,126.25278760003857,None,None,0,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4964336999692023,128.25546929996926,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5012543000048026,130.7553740000585,None,None,1,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9962541999993846,133.25540859997272,None,None,0,,,,,,,,,,,,,,002,2022-05-04_16h06.50.069,Main,2022.1.1,61.490669095731235,
