distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,red,2,None,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5117147000000841,435.42188910000004,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5079694999999447,437.9364072000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.495666399999891,440.44839960000013,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978166999999303,442.9453174,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6863230999999814,445.4457755000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,1,None,None,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.505513300000075,447.13243880000005,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499610900000107,449.6373553000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6685981000000538,452.1387308999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978994999999031,453.81122690000007,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8028224000001956,456.3101683,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938050000000658,458.1139336000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5060843000001114,460.61058389999994,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6665237999998226,463.11708569999996,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.636833599999818,464.78481490000013,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5105412999998862,466.42744919999996,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0759330999999293,468.93622870000013,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5032697999999982,471.0147122999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982273999999052,473.5181013000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4973787999999786,476.0209946,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6027435000000878,478.5170023999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,1,None,None,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4980917000000318,480.12305820000006,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4995844000000034,482.62457300000005,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5028385999999045,485.12463679999996,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,1,None,None,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5047098000000005,487.6283344000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6030608000000939,490.1335960000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7997261999998955,491.7395636000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7278776000000562,493.5413834000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.731917600000088,495.27039620000005,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,2,None,None,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5054391999999552,497.00428809999994,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6777785999997832,499.51044750000005,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,2,None,None,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.502658300000121,501.18996070000003,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7170978999999988,503.69340060000013,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7591759999997976,505.4150346000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5089771999998902,507.17467609999994,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4943611999999575,509.68572040000004,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498254599999882,512.1791301000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,2,None,None,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49770680000006,514.6795005000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5074706000000333,517.1780023000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,1,None,None,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5100824999999531,519.6888724,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8793218000000707,522.2009034,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.503340900000012,524.0803252999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,0.9868819999999232,526.5868915000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9125314999998864,529.5955615,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8168146999998953,531.5096995000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,1,None,None,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499120800000128,533.3295989999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7949569000002157,535.8290842000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5111395000001266,537.6281581999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7699027999999544,540.1395801000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8433955999998943,541.9141793000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,2,None,None,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5080976000001556,543.7568298000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5077479999999923,546.2684624000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7270607000000382,548.7758696000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1758633000001737,550.5060593999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5108239999999569,552.6858325999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5101799999999912,555.1982155999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5007133000001431,557.7079590999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,2,None,None,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5036921000000802,560.2119438,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7582718000001023,562.7172071,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.501658500000076,564.4772459999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5014639999999417,566.9807068,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5020124000000123,569.4826793,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.401004599999851,571.9866994000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5043694999999389,574.3889315000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5091617000000497,576.8972066000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5152726999999686,579.4076457000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7833568000000923,581.9257521,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.963592700000163,583.710697,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.508763899999849,585.6758738999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,2,None,None,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4961828000000423,588.1854316000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8348454000001766,590.6849841999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7679881000001387,592.5233708999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0254500000000917,594.2933012000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,red,1,None,None,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5038687999999638,596.3177681,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,1,None,k,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7545657000000574,598.8255463,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4974664999999732,600.5809292000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,red,1,None,None,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4932011000000784,603.0796395,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4994050000000243,605.5754554,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5013533999999709,608.0757186000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7886228999998366,610.5786365000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,2,k,None,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5003623000000061,612.3687295,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6964015000000927,614.8721213000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,1,k,None,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4968901000002006,616.5682704000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5047730999999658,619.0664686,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,1,None,k,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6571185000000241,621.5750878000001,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,yellow,2,None,k,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7693148000000747,623.2334285,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,yellow,1,k,None,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5108600000000934,625.0043344999999,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
negative,blue,2,None,k,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0102939999999307,627.5158653999999,None,None,0,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
positive,blue,2,k,None,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5079863999999361,629.5269829000001,None,None,1,,,,,,,,,,,,,,215,20,Female,2022-05-11_16h22.19.967,Main,2022.1.1,60.0016440450686,
