rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,distractor,target,set,ans1,ans2,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,32.86943059996702,None,-0.11203704,0.42222223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,30,Male,2022-05-10_09h58.45.406,Parachute,2022.1.1,60.00258011662081,
,,,,,,,,,,,,,,,,,,,,None,None,None,-0.060185187,0.20092593,0,0,0,None,None,37.331825600005686,None,37.331825600005686,None,-0.05648148,-0.03425926,0,0,0,0.012336799874901772,None,38.5361701999791,None,38.5361701999791,None,40.54898720001802,None,40.54898720001802,None,prac,,,,,,,,
