distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,blue,1,None,k,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7194087000098079,443.8400665000081,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.932302700006403,445.56193170000915,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493521599972155,447.4943205000018,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0204353999870364,449.98965699999826,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941468999895733,452.0112773000146,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6538102999911644,454.50690370000666,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8980955999868456,456.16127490001963,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939488999953028,458.0612796000205,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985901000036392,460.5569964000024,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498743000003742,463.0570059000165,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985089999972843,465.5571868000261,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6868748000124469,468.05711710001924,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938396000070497,469.7454725000134,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986519999802113,472.2403123000113,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986422000220045,474.74022180002066,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0698071000224445,477.24039099999936,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938124000036623,479.3118291000137,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,k,0,1.0533193000010215,481.80765910001355,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5019322000152897,484.8903627000109,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0032152999774553,487.39143160000094,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8974971999996342,489.3970292000158,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4946146000002045,491.3049920000194,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982328999903984,493.7926273000194,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4994504999776836,496.2924256999977,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8361522999766748,498.79328010001336,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8644872000149917,500.6302848000196,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938889000040945,502.49653210002,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985237999935634,504.99236430000747,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986621999996714,507.4918333000096,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7372690000047442,509.9924535000173,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935624000208918,511.72904610002297,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8044555999804288,514.2252203000244,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8137639999913517,516.0295350000088,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6655676000227686,517.8464012000186,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938220999902114,519.5129661000101,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987956999975722,522.0081493000034,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7875257999985479,524.5084211000067,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4929361999966204,526.2964691000234,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8525632999953814,528.79214830001,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4951450000226032,530.6459841000033,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498103899997659,533.1419871000107,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9203498999995645,535.6412797000085,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494280200015055,537.5637795000221,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8704223000095226,540.0591431000212,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4931365999800619,541.929916699999,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8200559999968391,544.4252681000216,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4944992999953683,546.2467680000118,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8050498999946285,548.7423752000032,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,5.564421499992022,550.5476901000075,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5022897999733686,558.1249637000146,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4973151999874972,560.6266750000068,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,158,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4994711999897845,563.1264781000209,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,159,159,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981358000077307,565.6264514000213,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,160,160,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4991984000080265,568.1267834000173,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,161,161,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.4802716999838594,570.6268938000139,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7539484000008088,573.1092343000055,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5104452000232413,574.8633005000011,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984133999969345,577.3766572000168,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7370648999931291,579.8766332000087,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493086200003745,581.613963700016,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49871849999181,584.1093830000027,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985711999761406,586.6104773000116,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4983806999807712,589.1099208000232,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986298000148963,591.60978660002,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7704051999899093,594.1095406000095,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935194000136107,595.8912025000027,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4993413999909535,598.3766283000004,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7695397999777924,600.877782000025,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8149780000094324,602.6480225000123,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4939392999804113,604.4646376000019,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7688642000139225,606.9601771000016,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4949615999939851,608.7311694000091,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7201083000109065,611.2272061000112,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4940664999885485,612.9582307000237,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498358199984068,615.4440630000026,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0199767999874894,617.9438593000232,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4973133000021335,619.9649548000016,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7647443000169005,622.4687921000004,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8979047999891918,624.2342583000136,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4943489000143018,626.1320059999998,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986656999972183,628.6275541000068,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986673999810591,631.1277113000106,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7361188000068069,633.6277577000146,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494354199996451,635.3653001000057,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981755999906454,637.8607704000024,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988486999936868,640.3603607999976,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.0540195000066888,642.8609962000046,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
