distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
negative,blue,1,None,k,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.631062500004191,249.12366930002463,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.765395800000988,250.75663620000705,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493682300002547,252.52340990002267,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990780999942217,255.01916830000118,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985670000023674,257.5189155000262,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4992250000068452,260.0187996000168,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984254000009969,262.51900700002443,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987232999992557,265.01928150001913,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7039498999947682,267.5190083000052,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49394429998938,269.22372100001667,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499352800019551,271.7196912000072,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9339000000036322,274.2206126000092,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4962167000048794,276.1564073000045,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8037923999945633,278.65400160002173,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935540999867953,280.4573520999984,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498085600003833,282.9539954000211,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1039934000000358,285.45308920001844,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.949023599998327,287.5575333000161,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4933086000091862,289.5077246000001,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7702031999942847,292.0034729000181,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4937273999967147,293.77434630002244,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981089999782853,296.27196209999966,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987048999755643,298.7706665000005,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9380111999926157,301.27072260002024,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4929807000153232,303.20815320001566,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988637000205927,305.7031913000101,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990245999943,308.20400070000323,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4981854000070598,310.70472070001415,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9200768999871798,313.2037835000083,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8823929000063799,315.1247434000252,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7986542000144254,317.00817510002526,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.5986731000011787,318.8080605000141,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4929836000083014,320.41837790000136,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8697613999829628,322.9036418000178,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4941004999855068,324.7752064000233,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6713686999864876,327.27041779999854,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7973226000030991,328.94227230001707,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4938372000178788,330.7420393000066,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4990684000076726,333.23722270000144,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989456000039354,335.7377121000027,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498613400006434,338.23799630001304,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988337999966461,340.73771500002476,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498905400017975,343.23796860000584,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8378641000017524,345.73837350000395,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4923050999932457,347.5857789000147,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985095000010915,350.071314300003,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8802640999783762,352.5712732000102,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.70438050001394,354.4542513000197,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.494784599984996,356.158746400004,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7134075000067241,358.65422070000204,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5003906000056304,360.3709776000178,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.786327000008896,362.8717660000257,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.882885900005931,364.65899000002537,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49428590000025,366.54342790000373,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4986819999758154,369.0384428000252,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7528960999916308,371.5390340000158,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.713050899998052,373.29317660001107,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496603999985382,375.0073261000216,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4982878000009805,377.5056418000022,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988387000048533,380.0050296000263,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,2,None,None,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498625100008212,382.505301600002,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9040162999881431,385.00542020000285,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493973000004189,386.91040600000997,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.497998800012283,389.40557690002606,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988242000108585,391.9051460000046,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.780881100014085,394.4049766000244,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.500258300016867,396.1882607000007,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498728900012793,398.68888090000837,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49849730002461,401.18883310002275,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8872475000098348,403.68868430002476,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9988196999765933,405.57705500000156,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493083499983186,407.5767615000077,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,2,None,None,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4989650000061374,410.0723241000087,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.780108199978713,412.5718965000124,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.4381715999916196,414.35520210000686,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,1,None,k,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6329813000047579,416.79382940000505,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,red,1,None,None,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4934675999975298,418.4391597000067,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,1,None,k,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.787091899983352,420.9227211000107,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936295000079554,422.72066110000014,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,red,1,None,None,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4987567999924067,425.2066182999988,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985373999807052,427.7068092000263,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,1,k,None,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4984254000009969,430.2064434000058,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,blue,2,None,k,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7634245000081137,432.70636960002594,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
negative,yellow,2,k,None,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.500322400010191,434.4728506000247,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,yellow,2,None,k,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8707012999802828,436.9735678000143,None,None,0,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,1,k,None,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.493684699991718,438.8443191999977,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
positive,blue,2,k,None,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.499253799993312,441.3399918000214,None,None,1,,,,,,,,,,,,,,113,26,Male,2022-05-04_12h33.39.371,Parachute,2022.1.1,59.89311474584101,
