distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,35.9778798000043,None,39.78033069000158,None,space,62.32385449999856,102.12905049999972,None,103.85982560000411,None,103.85982560000411,None,105.8597854000036,None,105.8597854000036,None,prac,k,k,1,3.984887799997523,107.8674009000024,None,None,0,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4958755999978166,113.86194800000521,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4994532000055187,116.35947060000035,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4974998999969102,118.862145900006,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987369000009494,121.35959500000172,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.500044500004151,123.85926520000066,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0327530999929877,126.36194990000513,None,None,0,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4963599000038812,128.39524670000537,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4997757000019192,130.89267960000143,None,None,1,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0815318000022671,133.39233190000232,None,None,0,,,,,,,,,,,,,,016,2022-05-12_13h36.45.921,Main,2022.1.1,60.21074966644569,
