distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,31.735677000004216,None,37.61703902000372,None,space,60.813141499995254,98.46264340000198,None,99.64615559999947,None,99.64615559999947,None,101.66010950000054,None,101.66010950000054,None,prac,None,None,1,1.5003610999992816,103.67542359999788,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4918069999985164,106.18918000000122,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.899426099997072,108.67685419999907,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0326198999973712,110.57675860000018,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.215602799995395,112.6101032000006,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,9.532645599996613,114.82664160000422,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4868166000014753,126.3595684000029,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987525000033202,128.84556760000123,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,4.413168500002939,131.3455288000041,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985539999979665,137.76210320000246,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.3821641999966232,140.25958130000072,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5012959000014234,142.64276020000398,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4973574000032386,145.14278329999797,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5004914000019198,147.64247669999895,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499033000000054,150.14513850000367,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4975320999947144,152.64506220000476,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.114920300002268,155.14252280000073,None,None,0,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5011913000053028,157.26175820000208,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4968355000019073,159.75915779999923,None,None,1,,,,,,,,,,,,,,015,2022-05-12_10h47.24.123,Main,2022.1.1,60.00686478433708,
