distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,sound_2.started,sound_2.stopped,key_resp_3.keys,key_resp_3.rt,image_5.started,image_5.stopped,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,29.632976700086147,None,34.23932920000516,None,space,56.03041210002266,90.30165899998974,None,96.93804720009211,None,96.93804720009211,None,98.93788490002044,None,98.93788490002044,None,prac,None,None,1,1.5017383999656886,100.94205499999225,None,None,1,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5009900000877678,103.45119510008954,None,None,1,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.013259300030768,105.95448399998713,None,None,0,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.002006399910897,107.96814750006888,None,None,0,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8623018999351189,109.97098530002404,None,None,0,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.16601519996766,111.83436280000024,None,None,0,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5027405000291765,114.00431410002057,None,None,1,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4949150999309495,116.50431770004798,None,None,1,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1320680000353605,119.00124780007172,None,None,0,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4991371999494731,121.1341615000274,None,None,1,,,,,,,,,,,,,,003,2022-05-05_17h38.59.445,Main,2022.1.1,59.843115292616034,
