target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,50.90325369988568,16.550431419955565,None,67.49055270012468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
,,,,,1,0,1,0,,,,,,,,,space,2.07234499999322,73.48773351996206,None,75.58248149999417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
negative,negative,1,j,l,,,,,0,0,0,0,,,,,,,,,,,78.81803239998408,None,prac,1,1,1,negative,negative,l,l,1,2.7588843000121415,80.82745410013013,81.83203559997492,81.81537390011363,None,80.82745410013013,None,80.82745410013013,None,80.82745410013013,None,84.58678500005044,None,84.58678500005044,None,84.58678500005044,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
positive,neutral,2,l,j,,,,,0,1,1,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,1.1511218000669032,85.60060030012392,86.61793139996007,86.5825847000815,None,85.60060030012392,None,85.60060030012392,None,85.60060030012392,None,87.7486512200907,None,87.7486512200907,None,87.7486512200907,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,0.9316294998861849,87.75358020002022,88.76780110015534,88.75129769998603,None,87.75358020002022,None,87.75358020002022,None,87.75358020002022,None,89.68195882006549,None,89.68195882006549,None,89.68195882006549,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
neutral,negative,2,k,k,,,,,0,3,3,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9332729999441653,89.68629959993996,90.70130970003083,90.68259600014426,None,89.68629959993996,None,89.68629959993996,None,89.68629959993996,None,91.6174591200892,None,91.6174591200892,None,91.6174591200892,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
negative,positive,2,j,l,,,,,0,4,4,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,j,0,1.1625961000099778,91.62177470000461,92.63183080009185,92.61516500008292,None,91.62177470000461,None,91.62177470000461,None,91.62177470000461,None,93.78181549999863,None,93.78181549999863,None,93.78181549999863,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
negative,negative,2,j,l,,,,,0,5,5,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.8848023000173271,94.78210930014029,95.78439259994775,95.7677943999879,None,94.78210930014029,None,94.78210930014029,None,94.78210930014029,None,96.66514311996289,None,96.66514311996289,None,96.66514311996289,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
neutral,negative,1,k,k,,,,,0,6,6,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.918804399902001,96.66900330013596,97.68456690013409,97.66779129998758,None,96.66900330013596,None,96.66900330013596,None,96.66900330013596,None,98.58402322009206,None,98.58402322009206,None,98.58402322009206,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
positive,negative,2,l,j,,,,,0,7,7,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,1.0467809999827296,98.58872200013138,99.59898310014978,99.58223389997147,None,98.58872200013138,None,98.58872200013138,None,98.58872200013138,None,100.63392022005283,None,100.63392022005283,None,100.63392022005283,None,,,,,,,,,,,,,013,2022-05-11_17h33.59.064,Main,2022.1.1,60.20639962286481,
