target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,54.20867079985328,18.045167990005574,None,72.27745359996334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,neutral,1,j,l,,,,,0,0,0,3,,,,,,,,,,,76.42490960005671,None,prac,1,1,1,neutral,negative,j,k,0,2.876844899961725,78.4361056999769,79.44167980016209,79.4250020000618,None,78.4361056999769,None,78.4361056999769,None,78.4361056999769,None,82.31415690016001,None,82.31415690016001,None,82.31415690016001,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,neutral,1,l,j,,,,,0,1,1,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,1.0842478000558913,83.32592970016412,84.341140500037,84.30778850009665,None,83.32592970016412,None,83.32592970016412,None,83.32592970016412,None,85.40778449012433,None,85.40778449012433,None,85.40778449012433,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,j,j,1,1.1149661000818014,85.40824849996716,86.408221000107,86.408221000107,None,85.40824849996716,None,85.40824849996716,None,85.40824849996716,None,87.52475099007134,None,87.52475099007134,None,87.52475099007134,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,positive,2,k,k,,,,,0,3,3,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.8489385999273509,87.53098700009286,88.54141089995392,88.52482679998502,None,87.53098700009286,None,87.53098700009286,None,87.53098700009286,None,89.37472538996954,None,89.37472538996954,None,89.37472538996954,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,positive,1,l,j,,,,,0,4,4,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.9154225999955088,89.38055990007706,90.39137880015187,90.37470990000293,None,89.38055990007706,None,89.38055990007706,None,89.38055990007706,None,91.29136299013626,None,91.29136299013626,None,91.29136299013626,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,positive,2,l,j,,,,,0,5,5,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.781926800031215,91.29748710012063,92.3080158000812,92.2913401001133,None,91.29748710012063,None,91.29748710012063,None,91.29748710012063,None,93.07480508994777,None,93.07480508994777,None,93.07480508994777,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,negative,2,k,k,,,,,0,6,6,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9315045000985265,93.08043100009672,94.09090579999611,94.07424270012416,None,93.08043100009672,None,93.08043100009672,None,93.08043100009672,None,95.0075726900017,None,95.0075726900017,None,95.0075726900017,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,negative,2,j,l,,,,,0,7,7,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,0.7891740999184549,95.00756200007163,96.01010910002515,95.99124650005251,None,95.00756200007163,None,95.00756200007163,None,95.00756200007163,None,96.7948137901025,None,96.7948137901025,None,96.7948137901025,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,neutral,1,k,k,,,,,0,8,8,1,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,0.8416469998192042,96.80109800002538,97.80788910016418,97.7934684001375,None,96.80109800002538,None,96.80109800002538,None,96.80109800002538,None,98.64126858997625,None,98.64126858997625,None,98.64126858997625,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,neutral,2,k,k,,,,,0,9,9,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8321106000803411,98.64424269995652,99.65786290005781,99.64118150016293,None,98.64424269995652,None,98.64424269995652,None,98.64424269995652,None,100.47452329003718,None,100.47452329003718,None,100.47452329003718,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,negative,1,k,k,,,,,0,10,10,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.840652999933809,100.48018740001135,101.49115010001697,101.4768272000365,None,100.48018740001135,None,100.48018740001135,None,100.48018740001135,None,102.31631008998957,None,102.31631008998957,None,102.31631008998957,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,negative,1,j,l,,,,,0,11,11,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.9736403001006693,102.33275729999878,103.34097170014866,103.30763630010188,None,102.33275729999878,None,102.33275729999878,None,102.33275729999878,None,104.29101908996236,None,104.29101908996236,None,104.29101908996236,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,positive,1,k,k,,,,,0,12,12,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.9152467998210341,104.30766890011728,105.30765830003656,105.29124779999256,None,104.30766890011728,None,104.30766890011728,None,104.30766890011728,None,106.20782008997631,None,106.20782008997631,None,106.20782008997631,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,positive,2,j,l,,,,,0,13,13,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,1.0319077000021935,106.21318270009942,107.22425359999761,107.2076566000469,None,106.21318270009942,None,106.21318270009942,None,106.21318270009942,None,108.24098659001757,None,108.24098659001757,None,108.24098659001757,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,negative,2,l,j,,,,,0,14,14,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,l,l,1,0.9653644999489188,108.24621320003644,109.25762729998678,109.24091550009325,None,108.24621320003644,None,108.24621320003644,None,108.24621320003644,None,110.20757228995208,None,110.20757228995208,None,110.20757228995208,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,negative,1,l,j,,,,,0,15,15,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,1.0652830000035465,110.2109008000698,111.22390760015696,111.20722420001402,None,110.2109008000698,None,110.2109008000698,None,110.2109008000698,None,112.27393779016566,None,112.27393779016566,None,112.27393779016566,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
negative,positive,1,j,l,,,,,0,16,16,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.999034799868241,112.27733940002508,113.2909115999937,113.27423830004409,None,112.27733940002508,None,112.27733940002508,None,112.27733940002508,None,114.27431629013736,None,114.27431629013736,None,114.27431629013736,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
positive,neutral,2,l,j,,,,,0,17,17,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,0.9153784001246095,114.2796503000427,115.29085270012729,115.2741863001138,None,114.2796503000427,None,114.2796503000427,None,114.2796503000427,None,116.19096788994503,None,116.19096788994503,None,116.19096788994503,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
neutral,neutral,2,k,k,,,,,1,0,18,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8987251999787986,116.19684590003453,117.20747549994849,117.1930625999812,None,116.19684590003453,None,116.19684590003453,None,116.19684590003453,None,118.0909355899552,None,118.0909355899552,None,118.0909355899552,None,,,,,,,,,,,,,014,2022-05-11_19h27.11.980,Main,2022.1.1,60.00186005785491,
