target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,62.95544030005112,29.648331690137276,None,92.63247650000267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
neutral,neutral,1,k,k,,,,,0,0,0,1,,,,,,,,,,,99.14652070007287,None,prac,1,1,1,neutral,neutral,k,k,1,1.5840327001642436,101.18330839998089,102.18225440010428,102.16565700015053,None,101.18330839998089,None,101.18330839998089,None,101.18330839998089,None,103.7631371000316,None,103.7631371000316,None,103.7631371000316,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.7514232001267374,104.76553540001623,105.76549799996428,105.74896929995157,None,104.76553540001623,None,104.76553540001623,None,104.76553540001623,None,106.51332149005029,None,106.51332149005029,None,106.51332149005029,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
positive,negative,1,l,j,,,,,0,2,2,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,j,1,0.8642933000810444,106.52845570002683,107.52954010013491,107.5128890001215,None,106.52845570002683,None,106.52845570002683,None,106.52845570002683,None,108.37959089016076,None,108.37959089016076,None,108.37959089016076,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
neutral,positive,2,k,k,,,,,0,3,3,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.7014967000577599,108.38731120014563,109.39623700012453,109.37956120003946,None,108.38731120014563,None,108.38731120014563,None,108.38731120014563,None,110.08222409014124,None,110.08222409014124,None,110.08222409014124,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
positive,positive,2,l,j,,,,,0,4,4,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.8152103000320494,110.08699079998769,111.09876050008461,111.08209319994785,None,110.08699079998769,None,110.08699079998769,None,110.08699079998769,None,111.89877549002412,None,111.89877549002412,None,111.89877549002412,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,0.6822637999430299,111.91282920003869,112.91541530005634,112.89879589993507,None,111.91282920003869,None,111.91282920003869,None,111.91282920003869,None,113.58207808996085,None,113.58207808996085,None,113.58207808996085,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.9297309999819845,113.58479050011374,114.59868200006895,114.58203859999776,None,113.58479050011374,None,113.58479050011374,None,113.58479050011374,None,115.51313659015577,None,115.51313659015577,None,115.51313659015577,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
neutral,negative,1,k,k,,,,,0,7,7,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.6328304000198841,115.52634160011075,116.53192980005406,116.51528330007568,None,115.52634160011075,None,115.52634160011075,None,115.52634160011075,None,117.14643309011589,None,117.14643309011589,None,117.14643309011589,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
negative,neutral,2,j,l,,,,,0,8,8,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,0.7974826998542994,117.16099729994312,118.16266610007733,118.14599200012162,None,117.16099729994312,None,117.16099729994312,None,117.16099729994312,None,118.94603699005674,None,118.94603699005674,None,118.94603699005674,None,,,,,,,,,,,,,,009,2022-05-10_10h42.34.396,Main,2022.1.1,61.14861557084941,
