target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,63.42162170005031,34.1691418599803,None,97.61775870004203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
positive,neutral,1,l,j,,,,,0,0,0,8,,,,,,,,,,,102.74846000003163,None,prac,2,2,1,neutral,positive,l,l,1,1.777485299971886,104.75667599996086,105.76753519999329,105.75092300004326,None,104.75667599996086,None,104.75667599996086,None,104.75667599996086,None,107.53381050005555,None,107.53381050005555,None,107.53381050005555,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
positive,positive,1,l,j,,,,,0,1,1,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,l,l,1,0.819824600010179,108.5358816999942,109.55076869996265,109.51517679996323,None,108.5358816999942,None,108.5358816999942,None,108.5358816999942,None,110.35064805997536,None,110.35064805997536,None,110.35064805997536,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
neutral,neutral,2,k,k,,,,,0,2,2,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.9788872000062838,110.35398430004716,111.36478669999633,111.34811869997066,None,110.35398430004716,None,110.35398430004716,None,110.35398430004716,None,112.33139945997391,None,112.33139945997391,None,112.33139945997391,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
neutral,negative,2,k,k,,,,,0,3,3,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.8488504999550059,112.33184740005527,113.33143759996165,113.33143759996165,None,112.33184740005527,None,112.33184740005527,None,112.33184740005527,None,114.18140075996052,None,114.18140075996052,None,114.18140075996052,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
neutral,neutral,1,k,k,,,,,0,4,4,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,1.2488253000192344,114.18167459999677,115.18152590002865,115.18152590002865,None,114.18167459999677,None,114.18167459999677,None,114.18167459999677,None,116.43168176000472,None,116.43168176000472,None,116.43168176000472,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
positive,negative,1,l,j,,,,,0,5,5,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,1.0343239000067115,116.4350892000366,117.45058579999022,117.43398480000906,None,116.4350892000366,None,116.4350892000366,None,116.4350892000366,None,118.46725916001014,None,118.46725916001014,None,118.46725916001014,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.9957582999486476,118.471187200048,119.48383000004105,119.4672714000335,None,118.471187200048,None,118.471187200048,None,118.471187200048,None,120.46460585994646,None,120.46460585994646,None,120.46460585994646,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
negative,neutral,1,j,l,,,,,0,7,7,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,j,1,0.8824212000472471,120.46824810001999,121.48378310003318,121.45058750000317,None,120.46824810001999,None,120.46824810001999,None,120.46824810001999,None,122.34822646004613,None,122.34822646004613,None,122.34822646004613,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
positive,neutral,2,l,j,,,,,0,8,8,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,0.8824173000175506,122.35167390003335,123.36455319996458,123.34789289999753,None,122.35167390003335,None,122.35167390003335,None,122.35167390003335,None,124.23116156004835,None,124.23116156004835,None,124.23116156004835,None,,,,,,,,,,,,,,006,2022-05-06_19h18.11.697,Main,2022.1.1,60.20212261769591,
