target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,53.72044389997609,17.333501630078537,None,71.08216260001063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
positive,neutral,1,l,j,,,,,0,0,0,8,,,,,,,,,,,74.0323028001003,None,prac,1,1,1,neutral,positive,j,j,1,2.6526164000388235,76.06629840005189,77.06543469999451,77.0488240000559,None,76.06629840005189,None,76.06629840005189,None,76.06629840005189,None,79.71322300005704,None,79.71322300005704,None,79.71322300005704,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
neutral,neutral,2,k,k,,,,,0,1,1,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,1.3677276000380516,80.72094520006794,81.73198810010217,81.71539110003505,None,80.72094520006794,None,80.72094520006794,None,80.72094520006794,None,83.07975992999272,None,83.07975992999272,None,83.07975992999272,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
negative,neutral,2,j,l,,,,,0,2,2,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,1.0146284999791533,83.09517139999662,84.0986353000626,84.08202810003422,None,83.09517139999662,None,83.09517139999662,None,83.09517139999662,None,85.09608283006818,None,85.09608283006818,None,85.09608283006818,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
positive,neutral,2,l,j,,,,,0,3,3,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,1.215113600017503,85.10700780001935,86.11522680008784,86.08197050006129,None,85.10700780001935,None,85.10700780001935,None,85.10700780001935,None,87.3127037300379,None,87.3127037300379,None,87.3127037300379,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
neutral,positive,1,k,k,,,,,0,4,4,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,1.2320838999003172,87.32756130001508,88.329287200002,88.31261470005848,None,87.32756130001508,None,87.32756130001508,None,87.32756130001508,None,89.5460029299953,None,89.5460029299953,None,89.5460029299953,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
positive,positive,2,l,j,,,,,0,5,5,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,1.0998056000098586,89.55965740000829,90.56517570000142,90.54856490006205,None,89.55965740000829,None,89.55965740000829,None,89.55965740000829,None,91.64627703008009,None,91.64627703008009,None,91.64627703008009,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
negative,neutral,1,j,l,,,,,0,6,6,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,l,l,1,1.0810240000719205,91.65252690005582,92.6651365000289,92.64858480007388,None,91.65252690005582,None,91.65252690005582,None,91.65252690005582,None,93.72954793003154,None,93.72954793003154,None,93.72954793003154,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
neutral,negative,1,k,k,,,,,0,7,7,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.9223999000387266,93.74020370002836,94.74839610001072,94.71515790000558,None,93.74020370002836,None,93.74020370002836,None,93.74020370002836,None,95.64858216005376,None,95.64858216005376,None,95.64858216005376,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
negative,positive,2,j,l,,,,,0,8,8,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,1.0413533999817446,95.65707960003056,96.66507690004073,96.6484996000072,None,95.65707960003056,None,95.65707960003056,None,95.65707960003056,None,97.69611523005878,None,97.69611523005878,None,97.69611523005878,None,,,,,,,,,,,,,031,2022-05-26_19h57.55.527,Main,2022.1.1,60.01748908975226,
