target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,53.02617359999567,16.57499659002351,None,69.62141910000355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
negative,negative,2,j,l,,,,,0,0,0,9,,,,,,,,,,,73.24039380002068,None,prac,2,2,2,negative,negative,j,j,1,6.346036000002641,75.24648400000297,76.25694870000007,76.24032550002448,None,75.24648400000297,None,75.24648400000297,None,75.24648400000297,None,82.59148830000777,None,82.59148830000777,None,82.59148830000777,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
positive,neutral,1,l,j,,,,,0,1,1,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,1.3034125000122003,83.60551210000995,84.60677050001686,84.59011650001048,None,83.60551210000995,None,83.60551210000995,None,83.60551210000995,None,85.90674619000347,None,85.90674619000347,None,85.90674619000347,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
neutral,negative,2,k,k,,,,,0,2,2,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9458992999861948,85.90999590000138,86.92333870002767,86.90674560001935,None,85.90999590000138,None,85.90999590000138,None,85.90999590000138,None,87.85447519001028,None,87.85447519001028,None,87.85447519001028,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
negative,neutral,1,j,l,,,,,0,3,3,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,j,l,0,1.948563500016462,87.85742150002625,88.85668850000366,88.84002300002612,None,87.85742150002625,None,87.85742150002625,None,87.85742150002625,None,90.80409350001719,None,90.80409350001719,None,90.80409350001719,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
positive,negative,1,l,j,,,,,0,4,4,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,l,1,1.1391046000062488,91.80593240002054,92.82071920001181,92.80405380000593,None,91.80593240002054,None,91.80593240002054,None,91.80593240002054,None,93.93998759000388,None,93.93998759000388,None,93.93998759000388,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.1126268999942113,93.94326930001262,94.95651800002088,94.93989650000003,None,93.94326930001262,None,93.94326930001262,None,93.94326930001262,None,96.05429019001022,None,96.05429019001022,None,96.05429019001022,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
positive,neutral,2,l,j,,,,,0,6,6,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,0.9175662000197917,96.05729970001266,97.05651940000826,97.05651940000826,None,96.05729970001266,None,96.05729970001266,None,96.05729970001266,None,97.97312979000563,None,97.97312979000563,None,97.97312979000563,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
neutral,positive,2,k,k,,,,,0,7,7,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.74863170000026,97.97609280000324,98.98983390000649,98.97114980002516,None,97.97609280000324,None,97.97609280000324,None,97.97609280000324,None,99.72306579001307,None,99.72306579001307,None,99.72306579001307,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
neutral,positive,1,k,k,,,,,0,8,8,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.77948369999649,99.72564730001613,100.73717040001065,100.72070850001182,None,99.72564730001613,None,99.72564730001613,None,99.72564730001613,None,101.5038085900218,None,101.5038085900218,None,101.5038085900218,None,,,,,,,,,,,,,022,2022-05-18_13h31.13.219,Main,2022.1.1,60.150882474084156,
