target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,55.909615300013684,16.897892400011187,None,72.8322478000191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,75.78225639997981,None,prac,1,1,2,neutral,negative,j,j,1,2.1033151999581605,77.81314230000135,78.81543929997133,78.79884529998526,None,77.81314230000135,None,77.81314230000135,None,77.81314230000135,None,80.91706379997777,None,80.91706379997777,None,80.91706379997777,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
neutral,negative,1,k,k,,,,,0,1,1,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,1.3195002999855205,81.94280469999649,82.94873479998205,82.91545149998274,None,81.94280469999649,None,81.94280469999649,None,81.94280469999649,None,84.24644450002233,None,84.24644450002233,None,84.24644450002233,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
negative,negative,2,j,l,,,,,0,2,2,9,,,,,,,,,,,,,prac,2,2,2,negative,negative,j,j,1,1.014862300013192,84.26018029998522,85.26532760000555,85.24869400000898,None,84.26018029998522,None,84.26018029998522,None,84.26018029998522,None,86.26303780000308,None,86.26303780000308,None,86.26303780000308,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
neutral,positive,2,k,k,,,,,0,3,3,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.8655921000172384,86.2735296000028,87.28193619998638,87.24867970001651,None,86.2735296000028,None,86.2735296000028,None,86.2735296000028,None,88.12979509998695,None,88.12979509998695,None,88.12979509998695,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
neutral,neutral,2,k,k,,,,,0,4,4,10,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.7663619000231847,88.13567079999484,89.14856760000112,89.13195900002029,None,88.13567079999484,None,88.13567079999484,None,88.13567079999484,None,89.8963395000028,None,89.8963395000028,None,89.8963395000028,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
neutral,positive,1,k,k,,,,,0,5,5,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,1.0139751000097021,89.90826719999313,90.91262349998578,90.89595380000537,None,89.90826719999313,None,89.90826719999313,None,89.90826719999313,None,91.91258869998273,None,91.91258869998273,None,91.91258869998273,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
positive,positive,2,l,j,,,,,0,6,6,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,l,l,1,0.9826958000194281,91.91259520000312,92.9153013000032,92.9153013000032,None,91.91259520000312,None,91.91259520000312,None,91.91259520000312,None,93.89626919999137,None,93.89626919999137,None,93.89626919999137,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
positive,neutral,2,l,j,,,,,0,7,7,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.848658400005661,93.91091360000428,94.91542370000388,94.89650660002371,None,93.91091360000428,None,93.91091360000428,None,93.91091360000428,None,95.74647629997344,None,95.74647629997344,None,95.74647629997344,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
negative,positive,2,j,l,,,,,0,8,8,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.9982976000173949,95.76054059999296,96.76506529998733,96.74846400000388,None,95.76054059999296,None,95.76054059999296,None,95.76054059999296,None,97.74617849997594,None,97.74617849997594,None,97.74617849997594,None,,,,,,,,,,,,,024,2022-05-19_10h31.42.260,Main,2022.1.1,60.92601448807755,
