target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,56.072334800002864,37.949902519991156,None,94.06226509998669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
neutral,neutral,1,k,k,,,,,0,0,0,1,,,,,,,,,,,97.44614859999274,None,prac,2,2,1,neutral,neutral,k,k,1,1.5211495000112336,99.47812580000027,100.48184759999276,100.46525879998808,None,99.47812580000027,None,99.47812580000027,None,99.47812580000027,None,101.9992232999939,None,101.9992232999939,None,101.9992232999939,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
negative,negative,2,j,l,,,,,0,1,1,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,l,l,1,1.901396900007967,103.0072005999973,104.01289240000187,104.01289240000187,None,103.0072005999973,None,103.0072005999973,None,103.0072005999973,None,105.89618949999567,None,105.89618949999567,None,105.89618949999567,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
neutral,neutral,2,k,k,,,,,0,2,2,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,1.036775700020371,106.90881679998711,107.91246339998906,107.89579489998869,None,106.90881679998711,None,106.90881679998711,None,106.90881679998711,None,108.92949631999363,None,108.92949631999363,None,108.92949631999363,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
positive,neutral,1,l,j,,,,,0,3,3,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,j,1,0.8986016999988351,108.93381230000523,109.9483395999996,109.931814999989,None,108.93381230000523,None,108.93381230000523,None,108.93381230000523,None,110.82946611999068,None,110.82946611999068,None,110.82946611999068,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
positive,positive,2,l,j,,,,,0,4,4,11,,,,,,,,,,,,,prac,1,1,2,positive,positive,j,j,1,0.7651081999938469,110.8431714999897,111.84828360000392,111.83170330000576,None,110.8431714999897,None,110.8431714999897,None,110.8431714999897,None,112.596082019998,None,112.596082019998,None,112.596082019998,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
neutral,negative,1,k,k,,,,,0,5,5,7,,,,,,,,,,,,,prac,1,1,1,negative,neutral,k,k,1,0.8319508999993559,112.610165399994,113.61485499999253,113.59831969998777,None,112.610165399994,None,112.610165399994,None,112.610165399994,None,114.42938861998846,None,114.42938861998846,None,114.42938861998846,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
negative,positive,2,j,l,,,,,0,6,6,15,,,,,,,,,,,,,prac,1,1,2,positive,negative,l,l,1,0.8153574999887496,114.434883000009,115.44825789998868,115.43163410000852,None,114.434883000009,None,114.434883000009,None,114.434883000009,None,116.24599851999665,None,116.24599851999665,None,116.24599851999665,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
neutral,negative,2,k,k,,,,,0,7,7,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,k,1,0.864044499990996,116.26216690000729,117.2622951999947,117.24571610000567,None,116.26216690000729,None,116.26216690000729,None,116.26216690000729,None,118.11225761999958,None,118.11225761999958,None,118.11225761999958,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
negative,neutral,2,j,l,,,,,0,8,8,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,l,l,1,1.3333248999842908,118.11250950000249,119.11226530000567,119.11226530000567,None,118.11250950000249,None,118.11250950000249,None,118.11250950000249,None,120.4456440199865,None,120.4456440199865,None,120.4456440199865,None,,,,,,,,,,,,,021,2022-05-18_10h46.38.281,Main,2022.1.1,60.01111405562336,
