target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,57.180370799964294,18.993622079922353,None,76.19498789997306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
positive,positive,2,l,j,,,,,0,0,0,11,,,,,,,,,,,96.01125099998899,None,prac,1,1,2,positive,positive,j,j,1,2.1001104000024498,98.0453841999406,99.05871969996952,99.02766899997368,None,98.0453841999406,None,98.0453841999406,None,98.0453841999406,None,101.14163249998819,None,101.14163249998819,None,101.14163249998819,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
negative,neutral,2,j,l,,,,,0,1,1,12,,,,,,,,,,,,,prac,2,2,2,neutral,negative,l,l,1,1.3013258000137284,102.15402269992046,103.15861209994182,103.14198479999322,None,102.15402269992046,None,102.15402269992046,None,102.15402269992046,None,104.44187377995112,None,104.44187377995112,None,104.44187377995112,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
positive,negative,1,l,j,,,,,0,2,2,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,k,0,1.4814197000814602,104.45652739994694,105.46082479995675,105.44190949993208,None,104.45652739994694,None,104.45652739994694,None,104.45652739994694,None,106.92520599998534,None,106.92520599998534,None,106.92520599998534,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
negative,positive,2,j,l,,,,,0,3,3,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,1.101243200013414,107.94026209996082,108.94404619990382,108.92516509990674,None,107.94026209996082,None,107.94026209996082,None,107.94026209996082,None,110.02471837991615,None,110.02471837991615,None,110.02471837991615,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
positive,neutral,2,l,j,,,,,0,4,4,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,1.0146740999771282,110.02478689991403,111.02476429997478,111.02476429997478,None,110.02478689991403,None,110.02478689991403,None,110.02478689991403,None,112.04138337991898,None,112.04138337991898,None,112.04138337991898,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
negative,positive,1,j,l,,,,,0,5,5,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,l,l,1,1.666082700015977,112.0503153000027,113.05810069991276,113.04145159991458,None,112.0503153000027,None,112.0503153000027,None,112.0503153000027,None,114.70840769994538,None,114.70840769994538,None,114.70840769994538,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
neutral,negative,2,k,k,,,,,0,6,6,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.9346844999818131,115.71949289995246,116.72716419992503,116.71055939991493,None,115.71949289995246,None,115.71949289995246,None,115.71949289995246,None,117.6417251799372,None,117.6417251799372,None,117.6417251799372,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
negative,neutral,1,j,l,,,,,0,7,7,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.8649394001113251,117.6558028999716,118.66056989994831,118.64165869995486,None,117.6558028999716,None,117.6558028999716,None,117.6558028999716,None,119.50824197995243,None,119.50824197995243,None,119.50824197995243,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
positive,negative,2,l,j,,,,,0,8,8,14,,,,,,,,,,,,,prac,1,1,2,negative,positive,j,j,1,0.714926699991338,119.51455029996578,120.52493869990576,120.51057579996996,None,119.51455029996578,None,119.51455029996578,None,119.51455029996578,None,121.22449227989418,None,121.22449227989418,None,121.22449227989418,None,,,,,,,,,,,,,029,2022-05-25_19h35.58.771,Main,2022.1.1,59.15136717644185,
