target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,sound_1.started,sound_1.stopped,no_text.started,no_text.stopped,yes_text.started,yes_text.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.started,mouse_2.stopped,mouse_2.clicked_name,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
neutral,negative,2,k,k,,,,,1,11,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.7680127000203356,176.81206830000156,177.81556789999013,177.79817389999516,None,176.81206830000156,None,176.81206830000156,None,176.81206830000156,None,178.5656256300077,None,178.5656256300077,None,178.5656256300077,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,positive,1,k,k,,,,,1,12,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,k,1,0.8527083000226412,178.58221480000066,179.6085661999823,179.56371260000742,None,178.58221480000066,None,178.58221480000066,None,178.58221480000066,None,180.42066292998206,None,180.42066292998206,None,180.42066292998206,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,neutral,2,k,k,,,,,1,13,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8490355999965686,180.43742840000778,181.44756020000204,181.41145549999783,None,180.43742840000778,None,180.43742840000778,None,180.43742840000778,None,182.27312643000332,None,182.27312643000332,None,182.27312643000332,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,positive,2,l,j,,,,,1,14,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.7101589999801945,182.28963260000455,183.29382059999625,183.2753965999873,None,182.28963260000455,None,182.28963260000455,None,182.28963260000455,None,183.98458932998764,None,183.98458932998764,None,183.98458932998764,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,neutral,1,l,j,,,,,1,15,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,positive,j,j,1,1.0203490999992937,184.0007515999896,185.01541209997959,184.9784207000048,None,184.0007515999896,None,184.0007515999896,None,184.0007515999896,None,186.00813392998825,None,186.00813392998825,None,186.00813392998825,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,neutral,1,k,k,,,,,1,16,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7930218999972567,186.02933379999013,187.03188339999178,186.9982742999855,None,186.02933379999013,None,186.02933379999013,None,186.02933379999013,None,187.80375703000172,None,187.80375703000172,None,187.80375703000172,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,negative,2,j,l,,,,,1,17,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,2,2,2,negative,negative,l,l,1,0.7479771999933291,187.8186541000032,188.83239520000643,188.7980040999828,None,187.8186541000032,None,187.8186541000032,None,187.8186541000032,None,189.55391312999708,None,189.55391312999708,None,189.55391312999708,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.56501839999692,None,None,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5537037,-0.32222223,1,0,0,0.006629229988902807,None,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,negative,2,l,j,,,,,,,,,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,217.89443339998252,None,main,2,2,2,negative,positive,j,j,1,0.7558938000001945,219.91203839998343,220.92775899998378,220.88282060000347,None,219.91203839998343,None,219.91203839998343,None,219.91203839998343,None,221.65147222998493,None,221.65147222998493,None,221.65147222998493,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,neutral,2,j,l,,,,,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,negative,l,l,1,0.7687603000085801,221.67006589999073,222.6831244000059,222.6482591999811,None,221.67006589999073,None,221.67006589999073,None,221.67006589999073,None,223.42428412999433,None,223.42428412999433,None,223.42428412999433,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,negative,2,j,l,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,negative,l,l,1,0.7548582000017632,223.44442280000658,224.4471545999986,224.42905119998613,None,223.44442280000658,None,223.44442280000658,None,223.44442280000658,None,225.18307892999437,None,225.18307892999437,None,225.18307892999437,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,positive,1,k,k,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,neutral,k,k,1,0.6288973999908194,225.19826099998318,226.19967699999688,226.18311169999652,None,225.19826099998318,None,225.19826099998318,None,225.19826099998318,None,226.81396942999854,None,226.81396942999854,None,226.81396942999854,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,positive,2,j,l,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,negative,l,l,1,0.7366454000002705,226.83300709998002,227.8445376000018,227.82590289998916,None,226.83300709998002,None,226.83300709998002,None,226.83300709998002,None,228.55289433001016,None,228.55289433001016,None,228.55289433001016,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,neutral,2,k,k,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,neutral,k,k,1,0.7553808999946341,228.57005209999625,229.59537199998158,229.54963339999085,None,228.57005209999625,None,228.57005209999625,None,228.57005209999625,None,230.3117747299926,None,230.3117747299926,None,230.3117747299926,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,negative,1,j,l,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,negative,negative,l,l,1,0.9410459999926388,230.3329870000016,231.3596781999804,231.31501859999844,None,230.3329870000016,None,230.3329870000016,None,230.3329870000016,None,232.2548122299864,None,232.2548122299864,None,232.2548122299864,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,negative,2,k,k,,,,,,,,,0,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,negative,neutral,k,k,1,0.6828041000117082,232.2708711999876,233.2779959999898,233.2598985999939,None,232.2708711999876,None,232.2708711999876,None,232.2708711999876,None,233.94052512999914,None,233.94052512999914,None,233.94052512999914,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,positive,1,l,j,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,positive,positive,j,j,1,0.6388834999816027,233.9568985000078,234.96674559998792,234.93323029999738,None,233.9568985000078,None,233.9568985000078,None,233.9568985000078,None,235.5834490299836,None,235.5834490299836,None,235.5834490299836,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,neutral,2,l,j,,,,,,,,,0,9,9,17,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,neutral,positive,j,j,1,0.6524001999932807,235.60029850000865,236.59991530000116,236.5832531999913,None,235.60029850000865,None,235.60029850000865,None,235.60029850000865,None,237.23777832999767,None,237.23777832999767,None,237.23777832999767,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
neutral,neutral,1,k,k,,,,,,,,,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,neutral,k,k,1,0.6819327999837697,237.25529129998176,238.26673319999827,238.2320391999965,None,237.25529129998176,None,237.25529129998176,None,237.25529129998176,None,238.9220718299999,None,238.9220718299999,None,238.9220718299999,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,neutral,1,l,j,,,,,,,,,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,1,neutral,positive,j,j,1,0.7321426000271458,238.93932309999946,239.96152859998983,239.91673559998162,None,238.93932309999946,None,238.93932309999946,None,238.93932309999946,None,240.65730822998157,None,240.65730822998157,None,240.65730822998157,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,positive,1,j,l,,,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,positive,negative,l,l,1,0.6443460000155028,240.67321479998645,241.683406199998,241.6473369000014,None,240.67321479998645,None,240.67321479998645,None,240.67321479998645,None,242.3029498299962,None,242.3029498299962,None,242.3029498299962,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
negative,neutral,1,j,l,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,main,2,2,1,neutral,negative,l,l,1,0.9159907000139356,242.3210441999836,243.327879199991,243.30983270000434,None,242.3210441999836,None,242.3210441999836,None,242.3210441999836,None,244.22327602998993,None,244.22327602998993,None,244.22327602998993,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
positive,positive,2,l,j,,,,,,,,,0,14,14,11,,,,,,,,,,,,,,,,,,,,,,,,,main,1,1,2,positive,positive,j,j,1,0.6464972000103444,244.23954439998488,245.26150469999993,245.2160983000067,None,244.23954439998488,None,244.23954439998488,None,244.23954439998488,None,245.87190983000036,None,245.87190983000036,None,245.87190983000036,None,,,,,,,,,,,115,21,Female,2022-05-05_09h34.56.869,Boat,2022.1.1,60.00387625547299,
