target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,69.13286830000288,19.24667094999968,None,88.4141235000061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
negative,negative,2,j,l,,,,,0,0,0,9,,,,,,,,,,,92.2616249000057,None,prac,2,2,2,negative,negative,j,j,1,1.9797267999965698,94.28414640000119,95.2974841000032,95.27873830000317,None,94.28414640000119,None,94.28414640000119,None,94.28414640000119,None,97.26303890000418,None,97.26303890000418,None,97.26303890000418,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
neutral,neutral,1,k,k,,,,,0,1,1,1,,,,,,,,,,,,,prac,1,1,1,neutral,neutral,k,k,1,1.0532257999948342,98.26298430000315,99.28061330000492,99.24504450000677,None,98.26298430000315,None,98.26298430000315,None,98.26298430000315,None,100.31391614999957,None,100.31391614999957,None,100.31391614999957,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
negative,positive,1,j,l,,,,,0,2,2,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,1.2126933000035933,100.31740290000016,101.32879640000465,101.3118295000022,None,100.31740290000016,None,100.31740290000016,None,100.31740290000016,None,102.52830365000337,None,102.52830365000337,None,102.52830365000337,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
neutral,negative,1,k,k,,,,,0,3,3,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.7985447000028216,102.52826579999964,103.52823750000243,103.52823750000243,None,102.52826579999964,None,102.52826579999964,None,102.52826579999964,None,104.32816935000228,None,104.32816935000228,None,104.32816935000228,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
positive,neutral,1,l,j,,,,,0,4,4,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.7487830000027316,104.32844360000308,105.32817320000322,105.32817320000322,None,104.32844360000308,None,104.32844360000308,None,104.32844360000308,None,106.07824805000492,None,106.07824805000492,None,106.07824805000492,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
positive,negative,2,l,j,,,,,0,5,5,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,0.7318701000040164,106.08449610000389,107.09709880000446,107.08047140000417,None,106.08449610000389,None,106.08449610000389,None,106.08449610000389,None,107.8115397499998,None,107.8115397499998,None,107.8115397499998,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
positive,positive,2,l,j,,,,,0,6,6,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,0.6487243000010494,107.81769230000646,108.83034000000043,108.81381520000286,None,107.81769230000646,None,107.81769230000646,None,107.81769230000646,None,109.46147095000124,None,109.46147095000124,None,109.46147095000124,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
positive,negative,1,l,j,,,,,0,7,7,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,l,k,0,0.8496970000051078,109.46689710000646,110.48037440000189,110.44707170000038,None,109.46689710000646,None,109.46689710000646,None,109.46689710000646,None,111.31146060000174,None,111.31146060000174,None,111.31146060000174,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.8702685999960522,112.31433900000411,113.31161310000607,113.29703610000433,None,112.31433900000411,None,112.31433900000411,None,112.31433900000411,None,114.17813175000556,None,114.17813175000556,None,114.17813175000556,None,,,,,,,,,,,,,016,2022-05-12_13h23.56.865,Main,2022.1.1,61.42675933903633,
