target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,61.609093000006396,16.953202479996254,None,78.58283989998745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
neutral,negative,1,k,k,,,,,0,0,0,7,,,,,,,,,,,81.93525749997934,None,prac,1,1,1,negative,neutral,k,k,1,1.5950030999956653,83.9411914999946,84.95177619997412,84.93520680000074,None,83.9411914999946,None,83.9411914999946,None,83.9411914999946,None,86.54546489997301,None,86.54546489997301,None,86.54546489997301,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
positive,neutral,2,l,j,,,,,0,1,1,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,j,j,1,1.253122100024484,87.5491258999682,88.54915899998741,88.53248699998949,None,87.5491258999682,None,87.5491258999682,None,87.5491258999682,None,89.7994332799688,None,89.7994332799688,None,89.7994332799688,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
negative,positive,1,j,l,,,,,0,2,2,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,l,l,1,0.9636234000208788,89.81080330000259,90.81829049997032,90.80166779999854,None,89.81080330000259,None,89.81080330000259,None,89.81080330000259,None,91.76604817995103,None,91.76604817995103,None,91.76604817995103,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
positive,positive,1,l,j,,,,,0,3,3,2,,,,,,,,,,,,,prac,2,2,1,positive,positive,j,j,1,1.1489813000080176,91.77223849995062,92.7849357999512,92.7683591999812,None,91.77223849995062,None,91.77223849995062,None,91.77223849995062,None,93.91601647996576,None,93.91601647996576,None,93.91601647996576,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
neutral,neutral,2,k,k,,,,,0,4,4,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.8652860000147484,93.91958349995548,94.93291419994785,94.91627859999426,None,93.91958349995548,None,93.91958349995548,None,93.91958349995548,None,95.78260627995478,None,95.78260627995478,None,95.78260627995478,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
negative,negative,1,j,l,,,,,0,5,5,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,l,l,1,1.0313764999737032,95.78643290000036,96.79353879997507,96.7714620999759,None,95.78643290000036,None,95.78643290000036,None,95.78643290000036,None,97.81555387995904,None,97.81555387995904,None,97.81555387995904,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
neutral,positive,1,k,k,,,,,0,6,6,4,,,,,,,,,,,,,prac,1,1,1,positive,neutral,k,j,0,0.8485193999949843,97.81557979999343,98.81563519994961,98.81563519994961,None,97.81557979999343,None,97.81557979999343,None,97.81557979999343,None,99.66804899997078,None,99.66804899997078,None,99.66804899997078,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
positive,negative,1,l,j,,,,,0,7,7,5,,,,,,,,,,,,,prac,2,2,1,negative,positive,j,j,1,1.017799900029786,100.66681659995811,101.6679839999997,101.65145349997329,None,100.66681659995811,None,100.66681659995811,None,100.66681659995811,None,102.68227177999215,None,102.68227177999215,None,102.68227177999215,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
negative,positive,2,j,l,,,,,0,8,8,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,0.8652812999789603,102.68862799997441,103.70136729994556,103.68246589996852,None,102.68862799997441,None,102.68862799997441,None,102.68862799997441,None,104.5491085799993,None,104.5491085799993,None,104.5491085799993,None,,,,,,,,,,,,,025,2022-05-19_13h37.33.514,Main,2022.1.1,61.45235262462017,
