target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,54.79904309997801,27.905173849966378,None,82.7349111000076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
positive,positive,1,l,j,,,,,0,0,0,2,,,,,,,,,,,86.77073749992996,None,prac,2,2,1,positive,positive,l,k,0,1.7773509999969974,88.79490799992345,89.8016683999449,89.78731889999472,None,88.79490799992345,None,88.79490799992345,None,88.79490799992345,None,91.5721487000119,None,91.5721487000119,None,91.5721487000119,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
neutral,positive,2,k,k,,,,,0,1,1,13,,,,,,,,,,,,,prac,2,2,2,positive,neutral,k,k,1,0.7527797999791801,92.58466759999283,93.58487979997881,93.58487979997881,None,92.58466759999283,None,92.58466759999283,None,92.58466759999283,None,94.33460685000755,None,94.33460685000755,None,94.33460685000755,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
neutral,negative,2,k,k,,,,,0,2,2,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,0.6653980000410229,94.33850489999168,95.35374940000474,95.33723509998526,None,94.33850489999168,None,94.33850489999168,None,94.33850489999168,None,96.00158044993877,None,96.00158044993877,None,96.00158044993877,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
negative,neutral,1,j,l,,,,,0,3,3,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.8538349000737071,96.00549319991842,97.02049139991868,97.0038540000096,None,96.00549319991842,None,96.00549319991842,None,96.00549319991842,None,97.85386844999157,None,97.85386844999157,None,97.85386844999157,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
negative,negative,1,j,l,,,,,0,4,4,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.5791020001051947,97.86461099993903,98.870351199992,98.85383759997785,None,97.86461099993903,None,97.86461099993903,None,97.86461099993903,None,99.43714775000699,None,99.43714775000699,None,99.43714775000699,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
neutral,negative,1,k,k,,,,,0,5,5,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.696406599949114,99.44004049990326,100.45145729999058,100.43710300000384,None,99.44004049990326,None,99.44004049990326,None,99.44004049990326,None,101.13476594998501,None,101.13476594998501,None,101.13476594998501,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,0.6814740999834612,101.13815689994954,102.15109519998077,102.13440599991009,None,101.13815689994954,None,101.13815689994954,None,101.13815689994954,None,102.81773834996856,None,102.81773834996856,None,102.81773834996856,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
negative,positive,1,j,l,,,,,0,7,7,6,,,,,,,,,,,,,prac,2,2,1,positive,negative,j,j,1,0.7003565001068637,102.8177449000068,103.81803269998636,103.81803269998636,None,102.8177449000068,None,102.8177449000068,None,102.8177449000068,None,104.51808555000461,None,104.51808555000461,None,104.51808555000461,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
neutral,positive,1,k,k,,,,,0,8,8,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.7641507000662386,104.5222100999672,105.53509709995706,105.51831429998856,None,104.5222100999672,None,104.5222100999672,None,104.5222100999672,None,106.28468704998959,None,106.28468704998959,None,106.28468704998959,None,,,,,,,,,,,,,,028,2022-05-23_10h52.44.503,Main,2022.1.1,59.11489632172298,
