target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,53.25900420000835,41.62838354000269,None,94.91036149999127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
neutral,positive,2,k,k,,,,,0,0,0,13,,,,,,,,,,,98.67966779999551,None,prac,2,2,2,positive,neutral,k,k,1,1.329172900004778,100.69071670000267,101.69365040000412,101.67953140000463,None,100.69071670000267,None,100.69071670000267,None,100.69071670000267,None,103.01277104000474,None,103.01277104000474,None,103.01277104000474,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
positive,positive,2,l,j,,,,,0,1,1,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,1.5293333000008715,103.01730389999284,104.02945089999412,104.01282979999087,None,103.01730389999284,None,103.01730389999284,None,103.01730389999284,None,105.54824489999737,None,105.54824489999737,None,105.54824489999737,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
positive,neutral,1,l,j,,,,,0,2,2,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,1.0020846000115853,106.5608030000003,107.56011659999785,107.54341859999113,None,106.5608030000003,None,106.5608030000003,None,106.5608030000003,None,108.56009543999244,None,108.56009543999244,None,108.56009543999244,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
neutral,negative,1,k,k,,,,,0,3,3,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,0.8804615999979433,108.56159240000125,109.57677580000018,109.56008919999294,None,108.56159240000125,None,108.56159240000125,None,108.56159240000125,None,110.44342934000451,None,110.44342934000451,None,110.44342934000451,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
negative,neutral,2,j,l,,,,,0,4,4,12,,,,,,,,,,,,,prac,1,1,2,neutral,negative,j,j,1,0.6845953000010923,110.44354209999437,111.44341690000147,111.44341690000147,None,110.44354209999437,None,110.44354209999437,None,110.44354209999437,None,112.12944323999545,None,112.12944323999545,None,112.12944323999545,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
negative,positive,2,j,l,,,,,0,5,5,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.6629134999966482,112.13241589999234,113.14596589999564,113.12930749999941,None,112.13241589999234,None,112.13241589999234,None,112.13241589999234,None,113.7936568399964,None,113.7936568399964,None,113.7936568399964,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
neutral,neutral,2,k,k,,,,,0,6,6,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.7159634999989066,113.7968120000005,114.79590470000403,114.77923649999138,None,113.7968120000005,None,113.7968120000005,None,113.7968120000005,None,115.51080254000408,None,115.51080254000408,None,115.51080254000408,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
negative,negative,2,j,l,,,,,0,7,7,9,,,,,,,,,,,,,prac,1,1,2,negative,negative,j,j,1,1.2144522999878973,115.51651429999038,116.52923539999756,116.51257310000074,None,115.51651429999038,None,115.51651429999038,None,115.51651429999038,None,117.72662644000229,None,117.72662644000229,None,117.72662644000229,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
positive,neutral,2,l,j,,,,,0,8,8,17,,,,,,,,,,,,,prac,2,2,2,neutral,positive,l,l,1,0.9170181000081357,117.73085120000178,118.74583200000052,118.72925119999854,None,117.73085120000178,None,117.73085120000178,None,117.73085120000178,None,119.64577074000408,None,119.64577074000408,None,119.64577074000408,None,,,,,,,,,,,,,018,2022-05-12_19h33.04.237,Main,2022.1.1,60.00502841950379,
