target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,key_resp.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,54.94411550019868,37.46562178013846,None,92.43113499996252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
negative,neutral,2,j,l,,,,,0,0,0,12,,,,,,,,,,,96.49775500013493,None,prac,2,2,2,neutral,negative,j,j,1,2.896235699998215,98.5326446001418,99.54503330006264,99.52836770005524,None,98.5326446001418,None,98.5326446001418,None,98.5326446001418,None,102.43178960005753,None,102.43178960005753,None,102.43178960005753,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
positive,neutral,1,l,j,,,,,0,1,1,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,l,l,1,1.17444680002518,103.42980780010112,104.43079950008541,104.41423200001009,None,103.42980780010112,None,103.42980780010112,None,103.42980780010112,None,105.60092548001558,None,105.60092548001558,None,105.60092548001558,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
neutral,positive,1,k,k,,,,,0,2,2,4,,,,,,,,,,,,,prac,2,2,1,positive,neutral,k,k,1,0.858078199904412,105.60881910007447,106.61186970002018,106.5975176000502,None,105.60881910007447,None,105.60881910007447,None,105.60881910007447,None,107.46185467997566,None,107.46185467997566,None,107.46185467997566,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
negative,positive,2,j,l,,,,,0,3,3,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,j,j,1,0.7150193999987096,107.46548380004242,108.47816419997253,108.46149390004575,None,107.46548380004242,None,107.46548380004242,None,107.46548380004242,None,109.17813848005608,None,109.17813848005608,None,109.17813848005608,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
neutral,neutral,1,k,k,,,,,0,4,4,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,0.7488279999233782,109.1781256000977,110.17814440000802,110.17814440000802,None,109.1781256000977,None,109.1781256000977,None,109.1781256000977,None,110.92814708012156,None,110.92814708012156,None,110.92814708012156,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
negative,negative,1,j,l,,,,,0,5,5,0,,,,,,,,,,,,,prac,2,2,1,negative,negative,j,j,1,0.9327585999853909,110.93083250010386,111.94479129998945,111.92814110009931,None,110.93083250010386,None,110.93083250010386,None,110.93083250010386,None,112.86178597994149,None,112.86178597994149,None,112.86178597994149,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
positive,negative,1,l,j,,,,,0,6,6,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,l,l,1,0.748027800116688,112.8680990000721,113.88065559999086,113.86401499994099,None,112.8680990000721,None,112.8680990000721,None,112.8680990000721,None,114.61173157999292,None,114.61173157999292,None,114.61173157999292,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
neutral,positive,2,k,k,,,,,0,7,7,13,,,,,,,,,,,,,prac,1,1,2,positive,neutral,k,k,1,0.7319134001154453,114.6176390000619,115.62835759995505,115.61397129995748,None,114.6176390000619,None,114.6176390000619,None,114.6176390000619,None,116.34501947998069,None,116.34501947998069,None,116.34501947998069,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
negative,neutral,1,j,l,,,,,0,8,8,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,0.665242200018838,116.3503579001408,117.36166330007836,117.34498629998416,None,116.3503579001408,None,116.3503579001408,None,116.3503579001408,None,118.01166487997398,None,118.01166487997398,None,118.01166487997398,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
neutral,neutral,2,k,k,,,,,0,9,9,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,0.648902399931103,118.01784679992124,119.02830810006708,119.01162250014022,None,118.01784679992124,None,118.01784679992124,None,118.01784679992124,None,119.66173727996647,None,119.66173727996647,None,119.66173727996647,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
positive,positive,1,l,j,,,,,0,10,10,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.7814052000176162,119.66732569993474,120.67792290006764,120.66125719994307,None,119.66732569993474,None,119.66732569993474,None,119.66732569993474,None,121.44456228008494,None,121.44456228008494,None,121.44456228008494,None,,,,,,,,,,,,,,034,2022-06-01_17h42.31.876,Main,2022.1.1,60.97222660569417,
