target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,52.75663610000629,15.786405679991002,None,68.56830259994604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
neutral,positive,2,k,k,,,,,0,0,0,13,,,,,,,,,,,71.60171700001229,None,prac,1,1,2,positive,neutral,k,l,0,0.38316409999970347,73.62693329993635,74.63524079998024,74.61856139998417,None,73.62693329993635,None,73.62693329993635,None,73.62693329993635,None,75.00193709996529,None,75.00193709996529,None,75.00193709996529,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
neutral,negative,2,k,k,,,,,0,1,1,16,,,,,,,,,,,,,prac,2,2,2,negative,neutral,k,l,0,-0.7822191000450402,76.01612809998915,None,None,None,76.01612809998915,None,76.01612809998915,None,76.01612809998915,None,76.22101650002878,None,76.22101650002878,None,76.22101650002878,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
positive,negative,2,l,j,,,,,0,2,2,14,,,,,,,,,,,,,prac,2,2,2,negative,positive,l,l,1,3.3514686999842525,79.219965999946,80.23471400002018,80.20138019998558,None,79.219965999946,None,79.219965999946,None,79.219965999946,None,83.56835670000874,None,83.56835670000874,None,83.56835670000874,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
positive,neutral,1,l,j,,,,,0,3,3,8,,,,,,,,,,,,,prac,2,2,1,neutral,positive,l,l,1,1.401425200048834,84.57140340004116,85.5683418000117,85.55390359996818,None,84.57140340004116,None,84.57140340004116,None,84.57140340004116,None,86.96832798001124,None,86.96832798001124,None,86.96832798001124,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
positive,positive,2,l,j,,,,,0,4,4,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,l,l,1,1.7346934000961483,86.97938229993451,87.98495199996978,87.95161799993366,None,86.97938229993451,None,86.97938229993451,None,86.97938229993451,None,89.70743359997869,None,89.70743359997869,None,89.70743359997869,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
neutral,neutral,1,k,k,,,,,0,5,5,1,,,,,,,,,,,,,prac,2,2,1,neutral,neutral,k,k,1,1.0700762999476865,90.73452980001457,91.73456919996534,91.71789450000506,None,90.73452980001457,None,90.73452980001457,None,90.73452980001457,None,92.78503087999998,None,92.78503087999998,None,92.78503087999998,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
negative,positive,1,j,l,,,,,0,6,6,6,,,,,,,,,,,,,prac,1,1,1,positive,negative,j,j,1,0.9815497999079525,92.79677699995227,93.80366440000944,93.78715150000062,None,92.79677699995227,None,92.79677699995227,None,92.79677699995227,None,94.76816727999831,None,94.76816727999831,None,94.76816727999831,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
neutral,neutral,2,k,k,,,,,0,7,7,10,,,,,,,,,,,,,prac,2,2,2,neutral,neutral,k,k,1,1.131838500034064,94.78860630001873,95.80146819993388,95.76813580002636,None,94.78860630001873,None,94.78860630001873,None,94.78860630001873,None,96.90146337995539,None,96.90146337995539,None,96.90146337995539,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
positive,positive,1,l,j,,,,,0,8,8,2,,,,,,,,,,,,,prac,1,1,1,positive,positive,l,l,1,0.9989119999809191,96.92063820001204,97.92041280004196,97.90372679999564,None,96.92063820001204,None,96.92063820001204,None,96.92063820001204,None,98.90142888004193,None,98.90142888004193,None,98.90142888004193,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
negative,neutral,1,j,l,,,,,0,9,9,3,,,,,,,,,,,,,prac,2,2,1,neutral,negative,j,j,1,1.4470519000897184,98.9180447999388,99.91767220001202,99.90101279993542,None,98.9180447999388,None,98.9180447999388,None,98.9180447999388,None,101.35096907998668,None,101.35096907998668,None,101.35096907998668,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
positive,neutral,2,l,j,,,,,0,10,10,17,,,,,,,,,,,,,prac,1,1,2,neutral,positive,l,l,1,1.3327374999644235,101.3589004999958,102.36797779996414,102.33691049995832,None,101.3589004999958,None,101.3589004999958,None,101.3589004999958,None,103.68466298001586,None,103.68466298001586,None,103.68466298001586,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
negative,negative,1,j,l,,,,,0,11,11,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,j,j,1,1.3484405999770388,103.69995619996917,104.70349230000284,104.6845839000307,None,103.69995619996917,None,103.69995619996917,None,103.69995619996917,None,106.0346939799958,None,106.0346939799958,None,106.0346939799958,None,,,,,,,,,,,,,030,2022-05-26_10h26.07.695,Main,2022.1.1,59.85464897852581,
