target,distractor,set,ans1,ans2,rep_loop2.thisRepN,rep_loop2.thisTrialN,rep_loop2.thisN,rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,fl_inst_resp.keys,fl_inst_resp.rt,sound_1.started,sound_1.stopped,image_4.started,image_4.stopped,back_2.started,back_2.stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl.started,fix_fl.stopped,targ.started,targ.stopped,j_button.started,j_button.stopped,k_button.started,k_button.stopped,l_button.started,l_button.stopped,j_button2.started,j_button2.stopped,k_button2.started,k_button2.stopped,l_button2.started,l_button2.stopped,mainback.started,mainback.stopped,key_resp.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.started,mouse_6.stopped,text_2.started,text_2.stopped,id*,date,expName,psychopyVersion,frameRate,
,,,,,0,0,0,0,,,,,,,,,space,53.92771780001931,35.97553114000475,None,89.9218719000346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
positive,neutral,2,l,j,,,,,0,0,0,17,,,,,,,,,,,94.69116089999443,None,prac,1,1,2,neutral,positive,j,j,1,4.3268360999645665,96.71541540004546,97.72433510003611,97.70773520000512,None,96.71541540004546,None,96.71541540004546,None,96.71541540004546,None,102.03830100002233,None,102.03830100002233,None,102.03830100002233,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
positive,negative,1,l,j,,,,,0,1,1,5,,,,,,,,,,,,,prac,1,1,1,negative,positive,j,k,0,2.2694815000286326,103.04267500003334,104.05753069999628,104.04095360002248,None,103.04267500003334,None,103.04267500003334,None,103.04267500003334,None,106.31042380002327,None,106.31042380002327,None,106.31042380002327,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
negative,negative,1,j,l,,,,,0,2,2,0,,,,,,,,,,,,,prac,1,1,1,negative,negative,l,l,1,1.0681069000274874,107.3235691000009,108.32405660004588,108.30745940003544,None,107.3235691000009,None,107.3235691000009,None,107.3235691000009,None,109.38847804000834,None,109.38847804000834,None,109.38847804000834,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
neutral,negative,2,k,k,,,,,0,3,3,16,,,,,,,,,,,,,prac,1,1,2,negative,neutral,k,k,1,1.0478268000297248,109.40020060003735,110.407335099997,110.3907660000259,None,109.40020060003735,None,109.40020060003735,None,109.40020060003735,None,111.43811804004945,None,111.43811804004945,None,111.43811804004945,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
positive,positive,2,l,j,,,,,0,4,4,11,,,,,,,,,,,,,prac,2,2,2,positive,positive,j,j,1,0.7486582000274211,111.44906490005087,112.4547793000238,112.43812210002216,None,111.44906490005087,None,111.44906490005087,None,111.44906490005087,None,113.18811024004826,None,113.18811024004826,None,113.18811024004826,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
negative,positive,2,j,l,,,,,0,5,5,15,,,,,,,,,,,,,prac,2,2,2,positive,negative,l,l,1,1.1990085000288673,113.1989445000072,114.20733000000473,114.19062150001992,None,113.1989445000072,None,113.1989445000072,None,113.1989445000072,None,115.38837954001501,None,115.38837954001501,None,115.38837954001501,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
positive,neutral,1,l,j,,,,,0,6,6,8,,,,,,,,,,,,,prac,1,1,1,neutral,positive,j,k,0,1.2320210000034422,115.40319510002155,116.40727000002516,116.39063650002936,None,115.40319510002155,None,115.40319510002155,None,115.40319510002155,None,117.62165370001458,None,117.62165370001458,None,117.62165370001458,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
neutral,negative,1,k,k,,,,,0,7,7,7,,,,,,,,,,,,,prac,2,2,1,negative,neutral,k,k,1,1.567753100011032,118.63684950000606,119.63827769999625,119.60715440002969,None,118.63684950000606,None,118.63684950000606,None,118.63684950000606,None,121.18789280002238,None,121.18789280002238,None,121.18789280002238,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
neutral,neutral,2,k,k,,,,,0,8,8,10,,,,,,,,,,,,,prac,1,1,2,neutral,neutral,k,k,1,0.8532501999870874,122.18915849999757,123.20458720001625,123.18792660004692,None,122.18915849999757,None,122.18915849999757,None,122.18915849999757,None,124.03827794002136,None,124.03827794002136,None,124.03827794002136,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
negative,neutral,1,j,l,,,,,0,9,9,3,,,,,,,,,,,,,prac,1,1,1,neutral,negative,l,l,1,0.9148888999479823,124.04152200004319,125.05711390002398,125.03817030001665,None,124.04152200004319,None,124.04152200004319,None,124.04152200004319,None,125.95492844005348,None,125.95492844005348,None,125.95492844005348,None,,,,,,,,,,,,,027,2022-05-20_18h12.25.525,Main,2022.1.1,60.005172450323165,
